E05000124,2006,3128,
E05000124,2011,3185,census
E05000124,2013,3230,
E05000124,2018,3255,projection
E05000124,2023,3278,projection
E05000124,2028,3313,projection
E05000125,2001,3599,census
E05000125,2006,3707,
E05000125,2011,3799,census
E05000125,2013,3856,
E05000125,2018,3949,projection
E05000125,2023,4012,projection
E05000125,2028,4049,projection
E05000126,2001,3786,census
E05000126,2006,3822,
E05000126,2011,4030,census
E05000126,2013,4082,
E05000126,2018,4132,projection
E05000126,2023,4152,projection
E05000126,2028,4193,projection
E05000127,2001,3231,census
E05000127,2006,3347,
E05000127,2011,3390,census
E05000127,2013,3438,
E05000127,2018,3458,projection
E05000127,2023,3492,projection
E05000127,2028,3548,projection
E05000128,2001,15309,census
E05000128,2006,15582,
E05000128,2011,16270,census
E05000128,2013,16348,
E05000128,2018,16462,projection
E05000128,2023,16719,projection
E05000128,2028,17103,projection
E05000129,2001,9207,census
E05000129,2006,10047,
E05000129,2011,10579,census
E05000129,2013,11209,
E05000129,2018,11705,projection
E05000129,2023,11950,projection
E05000129,2028,12391,projection
E05000130,2001,10162,census
E05000130,2006,10557,
E05000130,2011,10848,census
E05000130,2013,11108,
E05000130,2018,11448,projection
E05000130,2023,11748,projection
E05000130,2028,12177,projection
E05000131,2001,14157,census
E05000131,2006,15365,
E05000131,2011,15672,census
E05000131,2013,16214,
E05000131,2018,16528,projection
E05000131,2023,16857,projection
E05000131,2028,17055,projection
E05000132,2001,10680,census
E05000132,2006,11138,
E05000132,2011,11674,census
E05000132,2013,11916,
E05000132,2018,12171,projection
E05000132,2023,12369,projection
E05000132,2028,12568,projection
E05000133,2001,7809,census
E05000133,2006,7008,
E05000133,2011,7809,census
E05000133,2013,7923,
E05000133,2018,8103,projection
E05000133,2023,8332,projection
E05000133,2028,8528,projection
E05000134,2001,15455,census
E05000134,2006,15311,
E05000134,2011,16250,census
E05000134,2013,16497,
E05000134,2018,17116,projection
E05000134,2023,17550,projection
E05000134,2028,17694,projection
E05000135,2001,4450,census
E05000135,2006,4358,
E05000135,2011,4613,census
E05000135,2013,4621,
E05000135,2018,4736,projection
E05000135,2023,4940,projection
E05000135,2028,5144,projection
E05000136,2001,15715,census
E05000136,2006,15961,
E05000136,2011,16877,census
E05000136,2013,17236,
E05000136,2018,17424,projection
E05000136,2023,17697,projection
E05000136,2028,17902,projection
E05000137,2001,3303,census
E05000137,2006,3441,
E05000137,2011,3380,census
E05000137,2013,3422,
E05000137,2018,3566,projection
E05000137,2023,3782,projection
E05000137,2028,3998,projection
E05000138,2001,9122,census
E05000138,2006,10322,
E05000138,2011,10879,census
E05000138,2013,11307,
E05000138,2018,11925,projection
E05000138,2023,12553,projection
E05000138,2028,12888,projection
E05000139,2001,11419,census
E05000139,2006,12408,
E05000139,2011,13023,census
E05000139,2013,13367,
E05000139,2018,13606,projection
E05000139,2023,13849,projection
E05000139,2028,14092,projection
E05000140,2001,15689,census
E05000140,2006,16883,
E05000140,2011,17587,census
E05000140,2013,17876,
E05000140,2018,18316,projection
E05000140,2023,18608,projection
E05000140,2028,18827,projection
E05000141,2001,19055,census
E05000141,2006,19669,
E05000141,2011,19219,census
E05000141,2013,20149,
E05000141,2018,20609,projection
E05000141,2023,21018,projection
E05000141,2028,21345,projection
E05000142,2001,9077,census
E05000142,2006,9616,
E05000142,2011,10003,census
E05000142,2013,10577,
E05000142,2018,11115,projection
E05000142,2023,11374,projection
E05000142,2028,13560,projection
E05000143,2001,9114,census
E05000143,2006,9312,
E05000143,2011,9865,census
E05000143,2013,10805,
E05000143,2018,12939,projection
E05000143,2023,14226,projection
E05000143,2028,14797,projection
E05000144,2001,9549,census
E05000144,2006,9731,
E05000144,2011,10265,census
E05000144,2013,10403,
E05000144,2018,10822,projection
E05000144,2023,11180,projection
E05000144,2028,11379,projection
E05000145,2001,11721,census
E05000145,2006,13154,
E05000145,2011,13581,census
E05000145,2013,13944,
E05000145,2018,14708,projection
E05000145,2023,15835,projection
E05000145,2028,16624,projection
E09000001,2001,2531,census
E09000001,2006,2498,
E09000001,2011,2548,census
E09000001,2013,2752,
E09000001,2018,3048,projection
E09000001,2023,3426,projection
E09000001,2028,3633,projection
E05000146,2001,9886,census
E05000146,2006,9909,
E05000146,2011,10673,census
E05000146,2013,10933,
E05000146,2018,11807,projection
E05000146,2023,12625,projection
E05000146,2028,12972,projection
E05000147,2001,5052,census
E05000147,2006,5068,
E05000147,2011,5458,census
E05000147,2013,5523,
E05000147,2018,5624,projection
E05000147,2023,5697,projection
E05000147,2028,5790,projection
E05000148,2001,11343,census
E05000148,2006,11126,
E05000148,2011,11273,census
E05000148,2013,11371,
E05000148,2018,11585,projection
E05000148,2023,11655,projection
E05000148,2028,11655,projection
E05000149,2001,5673,census
E05000149,2006,6032,
E05000149,2011,7025,census
E05000149,2013,7277,
E05000149,2018,7889,projection
E05000149,2023,8377,projection
E05000149,2028,8659,projection
E05000150,2001,1595,census
E05000150,2006,1584,
E05000150,2011,1588,census
E05000150,2013,1615,
E05000150,2018,1692,projection
E05000150,2023,1769,projection
E05000150,2028,1853,projection
E05000151,2001,2685,census
E05000151,2006,2619,
E05000151,2011,2705,census
E05000151,2013,2778,
E05000151,2018,2905,projection
E05000151,2023,3215,projection
E05000151,2028,3436,projection
E05000152,2001,4182,census
E05000152,2006,4207,
E05000152,2011,4494,census
E05000152,2013,4543,
E05000152,2018,4721,projection
E05000152,2023,4806,projection
E05000152,2028,4834,projection
E05000153,2001,3817,census
E05000153,2006,3924,
E05000153,2011,4414,census
E05000153,2013,5093,
E05000153,2018,6296,projection
E05000153,2023,7622,projection
E05000153,2028,8761,projection
E05000154,2001,7602,census
E05000154,2006,7479,
E05000154,2011,7736,census
E05000154,2013,7864,
E05000154,2018,8073,projection
E05000154,2023,8106,projection
E05000154,2028,8207,projection
E05000155,2001,1521,census
E05000155,2006,1486,
E05000155,2011,1521,census
E05000155,2013,1546,
E05000155,2018,1612,projection
E05000155,2023,1693,projection
E05000155,2028,1773,projection
E05000156,2001,2130,census
E05000156,2006,2232,
E05000156,2011,2331,census
E05000156,2013,2376,
E05000156,2018,2486,projection
E05000156,2023,2564,projection
E05000156,2028,2656,projection
E05000157,2001,4344,census
E05000157,2006,4220,
E05000157,2011,4489,census
E05000157,2013,4574,
E05000157,2018,4882,projection
E05000157,2023,5068,projection
E05000157,2028,5130,projection
E05000158,2001,5579,census
E05000158,2006,5870,
E05000158,2011,6572,census
E05000158,2013,6692,
E05000158,2018,6870,projection
E05000158,2023,6949,projection
E05000158,2028,7009,projection
E05000159,2001,3162,census
E05000159,2006,3236,
E05000159,2011,3509,census
E05000159,2013,3620,
E05000159,2018,3820,projection
E05000159,2023,4012,projection
E05000159,2028,4167,projection
E05000160,2001,1938,census
E05000160,2006,1967,
E05000160,2011,2025,census
E05000160,2013,2055,
E05000160,2018,2135,projection
E05000160,2023,2214,projection
E05000160,2028,2293,projection
E05000161,2001,6533,census
E05000161,2006,6908,
E05000161,2011,7985,census
E05000161,2013,8062,
E05000161,2018,8315,projection
E05000161,2023,8425,projection
E05000161,2028,8469,projection
E05000162,2001,1883,census
E05000162,2006,1834,
E05000162,2011,1836,census
E05000162,2013,1881,
E05000162,2018,1954,projection
E05000162,2023,2032,projection
E05000162,2028,2110,projection
E05000163,2001,5044,census
E05000163,2006,4919,
E05000163,2011,5115,census
E05000163,2013,5181,
E05000163,2018,5276,projection
E05000163,2023,5347,projection
E05000163,2028,5400,projection
E05000164,2001,6244,census
E05000164,2006,6428,
E05000164,2011,6980,census
E05000164,2013,7040,
E05000164,2018,7211,projection
E05000164,2023,7296,projection
E05000164,2028,7317,projection
E05000165,2001,8923,census
E05000165,2006,9249,
E05000165,2011,9875,census
E05000165,2013,9947,
E05000165,2018,10142,projection
E05000165,2023,10202,projection
E05000165,2028,10291,projection
E05000166,2001,5489,census
E05000166,2006,5594,
E05000166,2011,6156,census
E05000166,2013,6249,
E05000166,2018,6442,projection
E05000166,2023,6519,projection
E05000166,2028,6576,projection
E05000167,2001,3728,census
E05000167,2006,4054,
E05000167,2011,4702,census
E05000167,2013,4765,
E05000167,2018,4935,projection
E05000167,2023,5044,projection
E05000167,2028,5099,projection
E05000168,2001,8497,census
E05000168,2006,8579,
E05000168,2011,8903,census
E05000168,2013,9006,
E05000168,2018,9258,projection
E05000168,2023,9385,projection
E05000168,2028,9537,projection
E05000169,2001,7362,census
E05000169,2006,7383,
E05000169,2011,7754,census
E05000169,2013,7821,
E05000169,2018,7985,projection
E05000169,2023,8031,projection
E05000169,2028,8078,projection
E05000170,2001,7776,census
E05000170,2006,8019,
E05000170,2011,8734,census
E05000170,2013,8816,
E05000170,2018,9157,projection
E05000170,2023,9636,projection
E05000170,2028,9777,projection
E05000171,2001,6506,census
E05000171,2006,6549,
E05000171,2011,6551,census
E05000171,2013,6591,
E05000171,2018,6776,projection
E05000171,2023,6933,projection
E05000171,2028,6955,projection
E05000172,2001,5936,census
E05000172,2006,5914,
E05000172,2011,6180,census
E05000172,2013,6215,
E05000172,2018,6291,projection
E05000172,2023,6401,projection
E05000172,2028,6490,projection
E05000173,2001,7028,census
E05000173,2006,7106,
E05000173,2011,7594,census
E05000173,2013,7987,
E05000173,2018,9371,projection
E05000173,2023,10475,projection
E05000173,2028,10718,projection
E05000174,2001,6165,census
E05000174,2006,6348,
E05000174,2011,6562,census
E05000174,2013,6602,
E05000174,2018,6679,projection
E05000174,2023,6772,projection
E05000174,2028,6866,projection
E05000175,2001,3461,census
E05000175,2006,3755,
E05000175,2011,4385,census
E05000175,2013,4507,
E05000175,2018,4794,projection
E05000175,2023,5005,projection
E05000175,2028,5075,projection
E05000176,2001,6351,census
E05000176,2006,6694,
E05000176,2011,7301,census
E05000176,2013,7403,
E05000176,2018,7701,projection
E05000176,2023,8001,projection
E05000176,2028,8152,projection
E05000177,2001,5404,census
