E05000263	10550	11550	12200	12582	12786	12972	13336	14050	15850	17300
E05000264	10200	10933	11200	11291	11330	11367	11400	11450	11850	12050
E05000265	12250	12695	13400	13585	13682	13764	13797	13850	14000	14100
E05000266	10800	10724	11900	11931	11993	12052	12088	12100	12200	12450
E05000267	11250	11879	13800	14135	14276	14417	14424	14350	14250	14400
E05000268	12350	13375	14550	14779	14908	15032	15135	15250	15650	16150
E05000269	11150	11343	12500	12621	12699	12785	12854	12900	12900	13050
E05000270	11600	11348	12550	12771	12892	13009	13078	13100	13150	13400
E05000271	10900	12912	13350	13754	13926	14079	14292	14550	14800	14900
E05000272	10650	10541	11700	11911	12016	12119	12240	12400	12900	13600
E05000273	10400	11042	12750	12913	12999	13098	13244	13450	13550	13700
E05000274	10250	10097	10850	10946	11006	11074	11244	11500	11800	11950
E05000275	11800	12579	14000	14379	14539	14686	15558	17100	20550	22200
E05000276	12950	13409	14500	14797	14988	15170	15476	15950	16750	17600
E05000277	13000	13655	14700	15459	15789	16123	16208	16250	17000	17650
E05000278	13550	14056	16050	16325	16482	16627	16711	16750	16800	17100
E05000279	10700	10778	11850	12049	12126	12227	12236	12200	12400	12650
E05000280	12300	13033	14650	15301	15610	15924	16212	16650	17900	18850
E05000281	13100	13736	15150	16256	16799	17322	18001	19200	20450	21000
E05000282	12200	12727	13450	13756	13898	14026	14160	14300	14350	14550
E05000283	12300	12773	13500	13708	13838	13958	14014	14050	14250	14650
E05000284	11850	13167	14600	15025	15207	15387	15749	16350	16850	17200
E05000285	9700	10407	11450	11542	11585	11637	11653	11700	11800	11950
E05000286	10250	10941	12600	13053	13277	13506	13682	14050	14800	15350
E05000287	10050	10677	11750	11893	11964	12025	12187	12500	12900	13050
E05000288	9550	10965	12550	12869	12999	13118	13309	13650	14900	16100
E05000289	10900	11668	12400	12617	12727	12840	12873	13000	13350	13650
E05000290	10500	10871	11450	11588	11620	11665	11715	11850	12100	12450
E05000291	10300	10242	10800	10849	10894	10929	10968	11050	11250	11500
E05000292	9700	9821	10200	10305	10339	10377	10605	11050	12200	13450
E05000293	9600	10054	11250	11436	11525	11622	11638	11700	11800	11950
E05000294	10050	10478	11250	11398	11455	11508	11523	11550	11650	11800
E05000295	10450	10680	11250	11417	11470	11526	11557	11650	11800	12000
E05000296	9400	10568	12350	12693	12855	13024	13239	13650	14600	15000
E05000297	9750	10080	10100	10206	10252	10301	10328	10400	10650	10850
E05000298	9700	10039	10500	10559	10588	10632	10656	10700	10850	11050
E05000299	10250	10896	12050	12224	12295	12345	12372	12450	12600	12750
E05000300	10250	10625	11200	11339	11396	11453	11508	11600	11850	12000
E05000301	11150	12016	12950	13029	13084	13129	13166	13200	13500	13800
E05000302	10750	11338	11750	11895	11943	12000	12034	12100	12200	12350
E05000303	9500	10791	11300	11416	11441	11474	11631	11900	12450	12800
E05000304	9150	10453	11500	11606	11640	11709	11770	11900	12250	12450
E05000305	9900	10022	10450	10606	10643	10695	10714	10750	11050	11300
E05000306	13050	13455	15050	16041	16565	17089	17601	18650	21750	23350
E05000307	12250	12279	12600	12613	12627	12629	12631	12650	12800	12900
E05000308	12100	12172	12500	12610	12672	12720	12730	12750	12750	12750
E05000309	11450	11597	12050	12074	12081	12087	12080	12100	12100	12100
E05000310	14050	13994	14750	15059	15222	15379	15619	16100	16850	17100
E05000311	12550	12404	12300	12470	12539	12588	12592	12600	12700	12800
E05000312	12050	12449	12700	13217	13488	13752	13972	14400	15250	15600
E05000313	12400	12171	13050	13122	13162	13188	13215	13250	13400	13500
E05000314	11800	11900	12600	12914	13070	13217	13274	13400	13550	13500
E05000315	12400	12737	13000	13105	13130	13149	13189	13250	13400	13450
E05000316	12600	12498	13000	13056	13093	13118	13122	13150	13250	13250
E05000317	12850	12759	13000	13021	13036	13029	13026	13000	13250	13450
E05000318	12150	12290	12550	12846	13012	13153	13263	13500	14050	14450
E05000319	13250	14197	16000	17322	18014	18683	18992	19600	22300	24400
E05000320	12850	13001	13400	13536	13604	13663	13658	13650	14150	14450
E05000321	12650	13212	13600	15065	15801	16537	17625	19800	22900	23450
E05000322	11850	12315	13250	13356	13391	13415	13422	13450	13450	13400
E05000323	12700	12768	12900	12952	12960	12958	13023	13150	13600	14050
E05000324	11900	12692	13550	13867	13955	14038	14109	14250	14450	14600
E05000325	12600	12874	15150	15633	15788	15941	16104	16400	16900	17150
E05000326	10750	12098	13900	14555	14654	14764	14763	14750	14800	15050
E05000327	11400	11404	11750	12006	12065	12122	12138	12150	12450	12650
E05000328	11600	12083	12700	13046	13121	13209	13222	13250	13450	13600
E05000329	11600	11442	12250	12497	12561	12614	12611	12650	12700	12800
E05000330	7200	7201	7450	7659	7702	7762	7829	7950	8300	8600
E05000331	10400	11061	12300	12818	13024	13237	13345	13600	14300	14900
E05000332	12050	12297	13000	13442	13556	13677	13694	13750	13800	13900
E05000333	10000	9989	10450	10682	10729	10767	10776	10800	10900	11050
E05000334	11050	10832	11550	11781	11829	11885	11886	11900	12000	12050
E05000335	10650	10507	10550	10767	10816	10864	10898	10950	11200	11500
E05000336	10950	10937	11650	11925	11986	12050	12043	12050	12150	12200
