E05009389	10112	10205	9363	9363	9456	9643	9737
E05009390	9377	9670	9280	9280	9573	9963	10159
E05009391	18788	17672	16184	16370	16742	17858	18416
E05009392	19393	20005	19801	19801	20005	20209	20005
E05009393	17743	17906	16278	16441	16766	16766	16929
E05009394	7754	8092	7867	7979	8204	8766	9665
E05009395	22602	21772	20736	20943	21980	23224	24261
E05009396	15756	16472	15756	16293	17904	21306	24887
E05009397	8649	9361	8954	8954	9158	9463	9565
E05009398	11738	11738	11546	11546	11738	11931	11931
E05009399	15443	15802	15802	15982	16341	16700	16700
E05009400	17074	17332	15522	15780	16039	16039	16039
E05009401	16318	17692	16318	16490	16833	17005	17177
E05009402	12943	12943	13500	13500	13639	13639	13639
E05009403	11444	11444	10674	10784	10894	11114	11224
E05009404	12547	12965	12965	13174	13592	14010	14638
E05009405	13531	13946	14084	14084	14360	14636	14912
E05000400	3408	3384	3464	3558	3724	3911	4022
E05000401	6465	6494	6500	6662	6775	6912	7016
E05000402	5111	5205	5404	5504	5777	6070	6229
E05000403	7848	8884	10021	10402	11309	11832	12154
E05000404	4560	4447	4534	4625	4716	4767	4845
E05000405	1271	1307	1357	1385	1437	1516	1596
E05000406	2352	2416	2341	2414	2476	2601	2714
E05000407	5707	5862	5950	6054	6193	6314	6405
E05000408	4166	4950	5728	6014	6509	7212	7681
E05000409	6644	7074	7535	7766	7980	8277	8834
E05000410	5055	5068	5250	5343	5416	5527	5638
E05000411	4017	4027	4155	4233	4294	4386	4456
E05000412	7123	7287	7596	7872	7959	8141	8323
E05000413	6217	6139	6307	6482	6727	7058	7178
E05000414	3719	3710	3796	3970	4413	4837	5030
E05000415	5371	5550	6066	6165	6319	6477	6540
E05000416	7639	7375	7841	8601	9539	11035	12611
E05000417	11403	12477	14100	14477	15116	15381	16133
E05000418	9525	8864	9675	9951	10422	10683	10907
E05000419	12333	11564	12423	12902	13540	13674	13808
E05000420	12251	13737	13948	14262	15272	15645	15893
E05000421	15751	17389	17808	18666	19865	20159	20218
E05000422	8913	8306	8786	8789	9009	9232	9518
E05000423	6009	6903	7486	7588	7831	8003	8225
E05000424	9547	8868	10091	10191	10464	10702	10974
E05000425	13569	15248	16349	16782	17244	17338	17527
E05000426	9986	10616	12240	12886	15542	17837	18965
E05000427	11291	11858	13502	14021	15431	16137	16654
E05000428	8738	8564	10119	10306	10672	10845	11052
E05000429	15979	16712	17132	17431	17882	17940	17998
E05000430	10861	10541	11294	11596	12159	12671	13104
E05000431	8127	7531	8480	8587	8863	9069	9363
E05000432	9105	8837	10346	10427	10760	10967	11243
E05000433	12064	11451	11693	12330	13410	14523	15126
E05000434	7460	8096	9044	9064	9242	9407	9671
E05000435	13130	14339	15359	15599	15892	15941	16183
E05000436	11994	12158	12569	13245	14384	14650	14694
E05000437	4522	4597	4814	4882	5025	5122	5252
E05000438	5845	5792	6104	6291	6751	7117	7312
E05000439	8354	9497	10257	10715	11208	11297	11386
E05000440	7688	7827	8197	8298	8438	8492	8599
E05000441	8316	8215	8752	8823	8985	9072	9188
E05000442	6130	5906	6151	6223	6340	6424	6571
E05000443	9154	8962	10294	10904	13129	15749	17752
E05000444	7878	7401	8179	8271	8507	8617	8753
E05000445	5997	5828	6164	6238	6373	6457	6582
